Datum;Zeit;Transaktion;Item
31.10.2016;11:08:53;115;Brot
31.10.2016;11:11:01;116;Kaffee
31.10.2016;11:13:08;117;Kekse
31.10.2016;11:13:08;117;Kuchen
31.10.2016;11:13:08;117;Kaffee
31.10.2016;11:13:08;117;Apfelschorle
31.10.2016;11:18:29;118;Kekse
31.10.2016;11:18:29;118;Kekse
31.10.2016;11:18:29;118;Tee
31.10.2016;11:18:29;118;Gebaeck
31.10.2016;11:25:56;119;Kaffee
31.10.2016;11:25:56;119;Kaffee
31.10.2016;11:25:56;119;Muffin
31.10.2016;11:29:01;120;Butterkuchen
31.10.2016;11:30:59;121;Kaffee
31.10.2016;11:30:59;121;Brot
31.10.2016;11:37:30;122;Kekse
31.10.2016;11:42:05;123;Marmelade
31.10.2016;11:42:05;123;NONE
31.10.2016;11:42:05;123;Kaffee
31.10.2016;11:42:05;123;Kaffee
31.10.2016;11:42:05;123;Saft
31.10.2016;11:43:10;124;Kaffee
31.10.2016;11:43:10;124;Suppe
31.10.2016;11:47:18;125;Tee
31.10.2016;11:52:43;126;Kaffee
31.10.2016;11:52:43;126;Marmelade
31.10.2016;11:53:11;127;Butterkuchen
31.10.2016;11:55:00;128;NONE
31.10.2016;11:55:00;128;Belegtes Brot
31.10.2016;11:55:00;128;Kaffee
31.10.2016;11:55:00;128;Tee
31.10.2016;11:59:23;129;Kaffee
31.10.2016;11:59:23;129;Kaffee
31.10.2016;11:59:23;129;Kuchen
31.10.2016;12:03:12;130;Kaffee
31.10.2016;12:03:12;130;Kaffee
31.10.2016;12:03:12;130;Muffin
31.10.2016;12:08:28;131;Brot
31.10.2016;12:08:28;131;Kaffee
31.10.2016;12:14:20;132;Tee
31.10.2016;12:14:20;132;Saft
31.10.2016;12:14:20;132;Salat
31.10.2016;12:14:20;132;Kekse
31.10.2016;12:16:32;133;Saisonware
31.10.2016;12:16:32;133;Suppe
31.10.2016;12:19:37;134;Saisonware
31.10.2016;12:19:37;134;Tee
31.10.2016;12:19:37;134;Butterkuchen
31.10.2016;12:20:21;135;Brot
31.10.2016;12:27:41;136;Tee
31.10.2016;12:27:41;136;Suppe
31.10.2016;12:37:07;137;Butterkuchen
31.10.2016;12:43:35;138;Suppe
31.10.2016;12:43:35;138;Saisonware
31.10.2016;12:43:35;138;Kaffee
31.10.2016;12:50:57;139;Brot
31.10.2016;12:50:57;139;Muffin
31.10.2016;12:50:57;139;Saisonware
31.10.2016;12:53:33;140;Kaffee
31.10.2016;12:53:33;140;Kaffee
31.10.2016;12:53:33;140;Kekse
31.10.2016;12:54:28;141;Brot
31.10.2016;12:56:47;142;Tee
31.10.2016;12:56:47;142;Muffin
31.10.2016;12:59:08;143;Tee
31.10.2016;13:02:11;144;Suppe
31.10.2016;13:02:11;144;Saisonware
31.10.2016;13:05:49;145;Kaffee
31.10.2016;13:05:49;145;Tee
31.10.2016;13:05:49;145;Focaccia
31.10.2016;13:08:30;146;Sandwich
31.10.2016;13:09:31;147;Belegtes Brot
31.10.2016;13:09:31;147;Kaffee
31.10.2016;13:21:17;148;Bienenstich
31.10.2016;13:21:17;148;Kaffee
31.10.2016;13:21:17;148;Kaffee
31.10.2016;13:26:03;149;Kaffee
31.10.2016;13:31:33;150;Brot
31.10.2016;13:50:17;151;Cola
31.10.2016;13:50:17;151;Suppe
31.10.2016;13:51:18;152;Muffin
31.10.2016;13:55:22;153;Tee
31.10.2016;13:55:22;153;Kaffee
31.10.2016;13:55:22;153;Kekse
31.10.2016;13:55:22;153;Muffin
31.10.2016;14:00:21;154;Proteinshake
31.10.2016;14:00:21;154;Saisonware
31.10.2016;14:00:21;154;Kaffee
31.10.2016;14:00:21;154;Cola
31.10.2016;14:01:30;155;Tee
31.10.2016;14:01:30;155;Muffin
31.10.2016;14:01:30;155;Sandwich
31.10.2016;14:04:16;156;Kaffee
31.10.2016;14:04:16;156;Muffin
31.10.2016;14:05:07;157;Kaffee
31.10.2016;14:05:07;157;Brot
31.10.2016;14:20:29;158;Kaffee
31.10.2016;14:20:29;158;Muffin
31.10.2016;14:22:31;159;Brot
31.10.2016;14:22:31;159;Heisse Schokolade
31.10.2016;14:22:31;159;Kekse
31.10.2016;14:35:27;160;Mineralwasser
31.10.2016;14:35:27;160;Muffin
31.10.2016;14:42:34;161;Tee
31.10.2016;14:44:48;162;Muffin
31.10.2016;14:47:16;163;Kaffee
31.10.2016;14:47:16;163;Saft
31.10.2016;14:47:36;164;Kaffee
31.10.2016;14:47:36;164;Muffin
31.10.2016;14:48:49;165;Tee
31.10.2016;14:49:28;166;Kaffee
31.10.2016;14:49:28;166;Muffin
31.10.2016;14:50:42;167;Sandwich
31.10.2016;14:50:42;167;Saisonware
31.10.2016;14:50:42;167;Brot
31.10.2016;14:50:42;167;Mineralwasser
31.10.2016;14:56:25;168;Tee
31.10.2016;14:56:25;168;Kaffee
31.10.2016;15:05:17;169;Mineralwasser
31.10.2016;15:16:49;170;Kaffee
31.10.2016;15:20:16;171;Suppe
31.10.2016;15:20:16;171;Tee
31.10.2016;17:06:47;172;Brot
31.10.2016;17:06:47;172;Kaffee
31.10.2016;17:08:09;173;Brot
31.10.2016;17:08:09;173;Muffin
31.10.2016;17:40:21;174;Kaffee
31.10.2016;17:49:42;175;Brot
31.10.2016;18:22:24;176;Kekse
31.10.2016;18:22:24;176;Kaffee
01.11.2016;07:51:20;178;Kaffee
01.11.2016;07:51:20;178;Gebaeck
01.11.2016;08:20:50;179;Kaffee
01.11.2016;08:20:50;179;Gebaeck
01.11.2016;08:22:28;180;Marmelade
01.11.2016;08:22:28;180;Tee
01.11.2016;08:45:20;181;Tee
01.11.2016;08:45:20;181;Tee
01.11.2016;09:07:47;182;Gebaeck
01.11.2016;09:07:47;182;Gebaeck
01.11.2016;09:07:47;182;Smoothie
01.11.2016;09:09:26;183;Gebaeck
01.11.2016;09:26:03;184;Butterkuchen
01.11.2016;09:26:03;184;NONE
01.11.2016;09:26:03;184;Tee
01.11.2016;09:29:25;185;Tee
01.11.2016;09:29:25;185;Erdbeertorte
01.11.2016;09:43:13;186;Tee
01.11.2016;09:43:13;186;Gebaeck
01.11.2016;10:02:27;187;Brot
01.11.2016;10:04:05;188;Kaffee
01.11.2016;10:29:02;189;Brot
01.11.2016;10:29:02;189;Kaffee
01.11.2016;10:34:53;190;Kaffee
01.11.2016;10:34:53;190;Gebaeck
01.11.2016;10:34:53;190;Gebaeck
01.11.2016;10:50:50;191;Suppe
01.11.2016;10:50:50;191;Tee
01.11.2016;10:56:08;192;NONE
01.11.2016;10:56:08;192;Brot
01.11.2016;11:00:48;193;Kaffee
01.11.2016;11:04:36;194;Brot
01.11.2016;11:04:36;194;Brot
01.11.2016;11:06:09;195;Brot
01.11.2016;11:06:09;195;NONE
01.11.2016;11:06:09;195;Waffel
01.11.2016;11:08:18;196;Brot
01.11.2016;11:08:18;196;Kuchen
01.11.2016;11:08:18;196;Kekse
01.11.2016;11:10:11;197;Kaffee
01.11.2016;11:10:11;197;Kaffee
01.11.2016;11:10:11;197;Tee
01.11.2016;11:11:58;198;Kaffee
01.11.2016;11:11:58;198;Kekse
01.11.2016;11:13:20;199;Kaffee
01.11.2016;11:16:30;200;Brot
01.11.2016;11:22:36;201;NONE
01.11.2016;11:22:36;201;Kaffee
01.11.2016;11:22:36;201;Gebaeck
01.11.2016;11:23:19;202;Kaffee
01.11.2016;11:23:19;202;Kaffee
01.11.2016;11:25:53;203;Kaffee
01.11.2016;11:30:00;204;Waffel
01.11.2016;11:30:00;204;Brot
01.11.2016;11:49:31;205;Kaffee
01.11.2016;11:49:31;205;Kaffee
01.11.2016;11:49:31;205;Gebaeck
01.11.2016;11:54:17;206;Waffel
01.11.2016;11:54:17;206;Kaffee
01.11.2016;11:54:17;206;Gebaeck
01.11.2016;12:03:37;207;Saisonware
01.11.2016;12:03:37;207;Kaffee
01.11.2016;12:03:37;207;Muffin
01.11.2016;12:10:09;208;Brot
01.11.2016;12:10:38;209;Kaffee
01.11.2016;12:12:26;210;Waffel
01.11.2016;12:15:36;211;Suppe
01.11.2016;12:15:36;211;Kaffee
01.11.2016;12:20:30;212;Kaffee
01.11.2016;12:20:30;212;Kekse
01.11.2016;12:20:30;212;Belegtes Brot
01.11.2016;12:22:04;213;Brot
01.11.2016;12:26:43;214;Brot
01.11.2016;12:26:43;214;Tee
01.11.2016;12:26:43;214;Tee
01.11.2016;12:30:30;215;Gebaeck
01.11.2016;12:30:30;215;Kaffee
01.11.2016;12:31:30;216;Belegtes Brot
01.11.2016;12:31:30;216;Kaffee
01.11.2016;12:33:31;217;Brot
01.11.2016;12:33:31;217;Kekse
01.11.2016;12:37:29;218;Sandwich
01.11.2016;12:41:16;219;Belegtes Brot
01.11.2016;12:49:16;220;Brot
01.11.2016;12:49:16;220;Gebaeck
01.11.2016;12:53:18;221;Brot
01.11.2016;12:53:18;221;Waffel
01.11.2016;13:08:46;222;Waffel
01.11.2016;13:11:34;223;Alfajor
01.11.2016;13:11:34;223;Kaffee
01.11.2016;13:15:08;224;Kaffee
01.11.2016;13:19:00;225;Kaffee
01.11.2016;13:19:00;225;Cola
01.11.2016;13:19:00;225;Suppe
01.11.2016;13:21:52;226;Kuchen
01.11.2016;13:31:35;227;Tee
01.11.2016;13:31:35;227;Sandwich
01.11.2016;13:31:35;227;Suppe
01.11.2016;13:33:54;228;Kaffee
01.11.2016;13:37:48;229;Saisonware
01.11.2016;13:37:48;229;Brot
01.11.2016;13:41:53;230;Alfajor
01.11.2016;13:45:21;231;Kuchen
01.11.2016;14:10:03;232;Tee
01.11.2016;14:10:03;232;Tee
01.11.2016;14:10:03;232;Brot
01.11.2016;14:13:26;233;Kaffee
01.11.2016;14:13:26;233;Tee
01.11.2016;14:13:26;233;Brot
01.11.2016;14:13:26;233;Suppe
01.11.2016;14:14:01;234;Kaffee
01.11.2016;14:14:01;234;Kaffee
01.11.2016;14:18:52;235;Waffel
01.11.2016;14:22:07;236;Bienenstich
01.11.2016;14:25:14;237;Kaffee
01.11.2016;14:25:14;237;Sandwich
01.11.2016;14:37:16;238;Tee
01.11.2016;14:37:16;238;Brot
01.11.2016;14:37:16;238;Kekse
01.11.2016;14:37:16;238;Gebaeck
01.11.2016;14:37:26;239;Muffin
01.11.2016;14:42:31;240;Waffel
01.11.2016;14:54:33;241;Marmelade
01.11.2016;14:54:33;241;Tee
01.11.2016;15:02:23;242;Saft
01.11.2016;15:02:23;242;Tee
01.11.2016;15:02:23;242;Alfajor
01.11.2016;15:18:43;243;Kuchen
01.11.2016;15:18:43;243;Muffin
01.11.2016;15:18:43;243;Kaffee
01.11.2016;15:18:43;243;Suppe
01.11.2016;15:33:18;244;Heisse Schokolade
01.11.2016;15:33:18;244;Kuchen
01.11.2016;15:33:18;244;Kaffee
01.11.2016;15:37:30;245;Kuchen
01.11.2016;15:37:30;245;Kekse
01.11.2016;15:48:44;246;Tee
01.11.2016;15:48:44;246;Brot
01.11.2016;16:07:11;247;Alfajor
01.11.2016;16:07:11;247;Kaffee
01.11.2016;16:07:11;247;Kaffee
01.11.2016;16:07:11;247;Kaffee
01.11.2016;16:07:11;247;Saft
01.11.2016;16:08:22;248;Kaffee
01.11.2016;16:08:22;248;Tee
01.11.2016;16:08:22;248;Suppe
01.11.2016;16:10:03;249;Heisse Schokolade
01.11.2016;16:10:42;250;Kekse
01.11.2016;16:26:55;251;Kaffee
01.11.2016;16:26:55;251;Croissant
01.11.2016;16:28:57;252;Brot
01.11.2016;16:28:57;252;Eier
01.11.2016;17:46:13;253;Waffel
01.11.2016;18:43:55;254;Croissant
02.11.2016;08:02:20;255;Kaffee
02.11.2016;08:02:20;255;Kaffee
02.11.2016;08:02:20;255;Gebaeck
02.11.2016;08:05:03;256;Kaffee
02.11.2016;08:05:03;256;Brot
02.11.2016;08:07:05;257;Brot
02.11.2016;08:07:05;257;Kaffee
02.11.2016;08:07:05;257;Gebaeck
02.11.2016;08:07:05;257;NONE
02.11.2016;08:08:45;258;Kaffee
02.11.2016;08:08:45;258;Gebaeck
02.11.2016;08:11:35;259;Gebaeck
02.11.2016;08:12:03;260;Kaffee
02.11.2016;08:12:51;261;Kaffee
02.11.2016;08:29:04;262;Kaffee
02.11.2016;08:29:04;262;Heisse Schokolade
02.11.2016;08:29:04;262;Gebaeck
02.11.2016;08:53:32;263;Cola
02.11.2016;09:02:24;264;Kaffee
02.11.2016;09:02:24;264;Marmelade
02.11.2016;09:03:13;265;Tee
02.11.2016;09:05:25;266;NONE
02.11.2016;09:05:25;266;Brot
02.11.2016;09:05:25;266;Gebaeck
02.11.2016;09:18:53;267;Kaffee
02.11.2016;09:18:53;267;Alfajor
02.11.2016;09:18:53;267;Butterkuchen
02.11.2016;09:22:47;268;Tee
02.11.2016;09:22:47;268;Gebaeck
02.11.2016;09:25:31;269;Brot
02.11.2016;09:27:58;270;Kaffee
02.11.2016;09:27:58;270;Marmelade
02.11.2016;09:33:47;271;Kaffee
02.11.2016;09:33:47;271;Tee
02.11.2016;09:33:47;271;Kaffee
02.11.2016;09:33:47;271;Gebaeck
02.11.2016;09:35:10;272;Butterkuchen
02.11.2016;09:52:58;274;Kaffee
02.11.2016;09:52:58;274;NONE
02.11.2016;09:52:58;274;Brot
02.11.2016;09:52:58;274;Gebaeck
02.11.2016;09:53:28;275;Butterkuchen
02.11.2016;09:54:47;276;Kaffee
02.11.2016;09:54:47;276;Kaffee
02.11.2016;09:54:47;276;Gebaeck
02.11.2016;10:12:15;277;Butterkuchen
02.11.2016;10:13:27;278;Kaffee
02.11.2016;10:13:27;278;Gebaeck
02.11.2016;10:15:48;279;NONE
02.11.2016;10:15:48;279;Kaffee
02.11.2016;10:17:22;280;Kaffee
02.11.2016;10:17:22;280;Gebaeck
02.11.2016;10:29:56;281;Brot
02.11.2016;10:29:56;281;Brot
02.11.2016;10:37:45;282;Brot
02.11.2016;10:37:45;282;Kaffee
02.11.2016;10:37:45;282;Gebaeck
02.11.2016;10:44:50;283;Gebaeck
02.11.2016;10:44:50;283;Kaffee
02.11.2016;10:48:08;284;Kaffee
02.11.2016;10:48:08;284;Butterkuchen
02.11.2016;10:52:20;285;Butterkuchen
02.11.2016;10:52:20;285;Butterkuchen
02.11.2016;10:52:20;285;Gebaeck
02.11.2016;10:53:48;286;Brot
02.11.2016;10:53:48;286;Saft
02.11.2016;10:53:48;286;Alfajor
02.11.2016;10:56:40;287;Kaffee
02.11.2016;10:56:40;287;Gebaeck
02.11.2016;10:59:16;288;Brot
02.11.2016;10:59:16;288;Alfajor
02.11.2016;11:00:57;289;Brot
02.11.2016;11:03:49;290;Kaffee
02.11.2016;11:03:49;290;Kekse
02.11.2016;11:04:47;291;Kaffee
02.11.2016;11:15:13;292;Kekse
02.11.2016;11:29:15;293;Saisonware
02.11.2016;11:35:36;294;Kaffee
02.11.2016;11:39:45;295;Marmelade
02.11.2016;11:39:45;295;Belegtes Brot
02.11.2016;11:39:45;295;Brot
02.11.2016;11:58:42;296;Butterkuchen
02.11.2016;11:58:42;296;Waffel
02.11.2016;12:06:51;297;Saisonware
02.11.2016;12:06:51;297;Kaffee
02.11.2016;12:06:51;297;Muffin
02.11.2016;12:06:51;297;Waffel
02.11.2016;12:11:56;298;Belegtes Brot
02.11.2016;12:11:56;298;Salat
02.11.2016;12:11:56;298;NONE
02.11.2016;12:11:56;298;Kaffee
02.11.2016;12:11:56;298;Cola
02.11.2016;12:14:15;299;Brot
02.11.2016;12:18:15;300;Waffel
02.11.2016;12:18:15;300;Butterkuchen
02.11.2016;12:18:15;300;Alfajor
02.11.2016;12:18:15;300;Kaffee
02.11.2016;12:18:15;300;Kaffee
02.11.2016;12:24:06;301;Saft
02.11.2016;12:24:06;301;Mineralwasser
02.11.2016;12:24:06;301;Suppe
02.11.2016;12:27:31;302;Suppe
02.11.2016;12:27:31;302;Tee
02.11.2016;12:30:42;303;Saft
02.11.2016;12:30:42;303;Tee
02.11.2016;12:30:42;303;Kekse
02.11.2016;12:30:42;303;Suppe
02.11.2016;12:33:51;304;Saisonware
02.11.2016;12:33:51;304;Tee
02.11.2016;12:35:41;305;Bienenstich
02.11.2016;12:39:02;306;Kaffee
02.11.2016;12:39:02;306;Mineralwasser
02.11.2016;12:39:02;306;Saft
02.11.2016;12:39:02;306;Suppe
02.11.2016;12:52:44;307;Saisonware
02.11.2016;12:54:49;308;Saisonware
02.11.2016;12:54:49;308;Smoothies
02.11.2016;12:56:40;309;Saisonware
02.11.2016;12:56:40;309;Tee
02.11.2016;13:02:57;310;Kaffee
02.11.2016;13:02:57;310;Sandwich
02.11.2016;13:02:57;310;Sandwich
02.11.2016;13:09:40;311;Kekse
02.11.2016;13:09:40;311;Butterkuchen
02.11.2016;13:11:57;312;Suppe
02.11.2016;13:11:57;312;Tee
02.11.2016;13:11:57;312;Saft
02.11.2016;13:12:44;313;Suppe
02.11.2016;13:16:48;314;Kaffee
02.11.2016;13:23:56;316;Brot
02.11.2016;13:42:15;317;Kekse
02.11.2016;13:42:15;317;Tee
02.11.2016;13:46:42;318;Suppe
02.11.2016;13:46:42;318;Saisonware
02.11.2016;13:46:42;318;Brot
02.11.2016;13:50:59;319;Kaffee
02.11.2016;13:58:39;320;Kaffee
02.11.2016;14:00:37;321;Kaffee
02.11.2016;14:00:37;321;Tee
02.11.2016;14:01:20;322;Brot
02.11.2016;14:05:20;323;Tee
